STATE00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,AREA00,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
13,153,20800,13153020800,2464,987,P,2406137,2406137,13,153,20400,13153020400,3133,1528,P,3966477,3966477,82,82,0,0,0,0,0,0,0,0,0,0
13,153,20900,13153020900,4187,1854,P,5117485,5108700,13,153,21000,13153021000,6090,2827,P,5627066,5611523,1112,1112,0.02,0.02,0.02,0.02,0,0,0,0,0,0
13,153,21000,13153021000,6090,2827,P,5626542,5610999,13,153,20900,13153020900,4181,1851,P,5113817,5105032,1158,1158,0.02,0.02,0.02,0.02,0,0,0,0,0,0
13,153,21103,13153021103,8896,3421,P,61588023,59888220,13,153,21500,13153021500,4020,1644,P,506317188,502766743,49168,26358,0.08,0.04,0.01,0.01,0,0,0,0,0,0
13,153,21107,13153021107,8295,3244,P,13885580,13597874,13,153,21108,13153021108,6126,2381,P,13546667,13217162,904,904,0.01,0.01,0.01,0.01,0,0,0,0,0,0
13,153,21200,13153021200,12510,5287,P,56369430,54985710,13,153,21400,13153021400,8286,3294,P,72917091,71663309,15410,15410,0.03,0.03,0.02,0.02,0,0,0,0,0,0
13,153,21300,13153021300,4208,1884,P,80097512,79606588,13,153,21202,13153021202,5487,2565,P,22222861,22011400,27193,27193,0.03,0.03,0.12,0.12,0,0,0,0,0,0
13,153,21500,13153021500,4006,1639,P,506073560,502545925,13,153,21400,13153021400,8286,3294,P,72917091,71663309,8527,8527,0,0,0.01,0.01,0,0,0,0,0,0
13,155,950200,13155950200,7153,2949,P,626980566,613084092,13,155,950100,13155950100,2385,1084,P,312805927,304655163,239671,0,0.04,0,0.08,0,0,0,0,0,0,0
13,157,10300,13157010300,5094,2163,P,48502613,47993955,13,11,970300,13011970300,4366,1834,P,119661134,117706810,167,167,0,0,0,0,0,0,0,0,0,0
13,157,10700,13157010700,14276,5517,P,165371860,163413949,13,157,10600,13157010600,8759,3488,P,158799321,157417601,2900,2900,0,0,0,0,0,0,0,0,0,0
13,159,990200,13159990200,2794,1271,P,152701949,149270913,13,159,10500,13159010500,8527,3848,P,615827789,607733201,2073,558,0,0,0,0,0,0,0,0,0,0
13,161,960300,13161960300,1645,756,P,378077503,373413992,13,69,10100,13069010100,3553,1628,P,330568073,320347450,78806,64233,0.02,0.02,0.02,0.02,0,0,0,0,0,0
13,161,960300,13161960300,1645,756,P,378077503,373413992,13,161,960100,13161960100,7183,3028,P,339270820,334871263,3772,3772,0,0,0,0,0,0,0,0,0,0
13,163,960100,13163960100,5179,2280,P,325061622,324785144,13,33,950200,13033950200,2833,1169,P,240197139,238578298,22249,22249,0.01,0.01,0.01,0.01,0,0,0,0,0,0
13,163,960300,13163960300,6096,2485,P,569775626,564772707,13,33,950900,13033950900,1757,829,P,478063570,472676782,1994,1994,0,0,0,0,0,0,0,0,0,0
13,163,960300,13163960300,6096,2485,P,569775626,564772707,13,163,960200,13163960200,2103,930,P,209359118,208839849,12955,12955,0,0,0.01,0.01,0,0,0,0,0,0
13,163,960300,13163960300,6096,2485,P,569775626,564772707,13,163,960400,13163960400,3552,1603,P,267782430,265339254,110442,110442,0.02,0.02,0.04,0.04,0,0,0,0,0,0
13,165,960100,13165960100,6207,3093,P,530994053,521364159,13,33,950900,13033950900,1757,829,P,478063570,472676782,2487,2487,0,0,0,0,0,0,0,0,0,0
13,167,980200,13167980200,5443,1853,P,212744094,210782110,13,167,960300,13167960300,1748,859,P,213350313,210998002,3147,3147,0,0,0,0,0,0,0,0,0,0
13,171,970200,13171970200,7701,2947,P,204160347,201795438,13,171,970300,13171970300,4194,1859,P,77768954,76824322,3139,3139,0,0,0,0,0,0,0,0,0,0
13,171,970200,13171970200,7701,2947,P,204160347,201795438,13,207,50301,13207050301,4671,1934,P,396625214,395689329,7554,7503,0,0,0,0,0,0,0,0,0,0
13,173,950100,13173950100,1936,859,P,236601555,233723773,13,65,970100,13065970100,5239,2238,P,779319407,739355233,468177,468177,0.2,0.2,0.06,0.06,0,0,0,0,0,0
13,175,950300,13175950300,1813,913,P,14170776,13795706,13,175,951000,13175951000,7711,3386,P,330937898,324656483,47,0,0,0,0,0,0,0,0,0,0,0
13,177,20100,13177020100,6693,2489,P,363829047,352879406,13,177,20402,13177020402,7836,3004,P,44221666,43864267,795,795,0,0,0,0,0,0,0,0,0,0
13,177,20200,13177020200,1587,621,P,236617680,234802942,13,177,20100,13177020100,6693,2489,P,363830739,352881068,189,189,0,0,0,0,0,0,0,0,0,0
13,177,20200,13177020200,1587,621,P,236617680,234802942,13,177,20300,13177020300,6712,2193,P,258952180,256666075,847831,847831,0.36,0.36,0.33,0.33,0,0,0,0,0,0
13,177,20300,13177020300,6712,2193,P,258107027,255820922,13,177,20402,13177020402,7836,3004,P,44221666,43864267,2678,2678,0,0,0.01,0.01,0,0,0,0,0,0
13,179,10100,13179010100,9419,2524,P,479429385,432680215,13,179,10400,13179010400,7278,3219,P,141813323,133402696,41997,41997,0.01,0.01,0.03,0.03,0,0,0,0,0,0
13,179,10201,13179010201,9856,4486,P,58601938,51804393,13,179,10102,13179010102,2297,226,P,266261557,235498264,5747,5747,0.01,0.01,0,0,0,0,0,0,0,0
13,179,10202,13179010202,4144,1855,P,3256535,3249433,13,179,10207,13179010207,5494,2318,P,7779430,7753971,858,858,0.03,0.03,0.01,0.01,0,0,0,0,0,0
13,179,10400,13179010400,7242,3205,P,141715488,133304861,13,179,10300,13179010300,6718,3265,P,10245692,10197920,16796,16796,0.01,0.01,0.16,0.16,0,0,0,0,0,0
13,179,10500,13179010500,8911,4365,P,551372602,347968941,13,179,10101,13179010101,6221,1862,P,204388264,188398227,13524,0,0,0,0.01,0,0,0,0,0,0,0
13,181,970100,13181970100,3707,2305,P,312436053,276607627,13,181,970200,13181970200,4289,2481,P,353847686,268273070,94198,0,0.03,0,0.03,0,0,0,0,0,0,0
13,181,970200,13181970200,4289,2481,P,353961793,268273070,13,181,970100,13181970100,3707,2305,P,312550160,276607627,208305,0,0.06,0,0.07,0,0,0,0,0,0,0
13,183,980100,13183980100,8866,3663,P,587904896,584654686,13,183,980000,13183980000,0,0,P,113568157,113231151,113567104,113230098,19.32,19.37,100,100,0,0,0,0,0,0
13,183,980200,13183980200,5598,2376,P,458080872,452212290,13,191,110100,13191110100,4432,3672,P,604181115,554675398,115144,112751,0.03,0.02,0.02,0.02,0,0,0,0,0,0
13,185,10101,13185010101,4321,1702,P,60270521,59271512,13,185,10202,13185010202,11096,4206,P,136922404,134065644,13,0,0,0,0,0,0,0,0,0,0,0
13,185,10103,13185010103,3352,1182,P,18322801,18088127,13,185,10101,13185010101,4321,1702,P,60320756,59321760,16823,16823,0.09,0.09,0.03,0.03,0,0,0,0,0,0
13,185,10202,13185010202,11096,4206,P,137037541,134177690,13,185,10201,13185010201,3748,914,P,108851358,106299274,112046,112046,0.08,0.08,0.1,0.11,0,0,0,0,0,0
13,185,10202,13185010202,11096,4206,P,137037541,134177690,13,185,10301,13185010301,4886,2352,P,12977564,12605583,1190,0,0,0,0.01,0,0,0,0,0,0,0
13,185,10202,13185010202,11096,4206,P,137037541,134177690,13,185,11200,13185011200,4200,1993,P,4635782,4560888,1914,0,0,0,0.04,0,0,0,0,0,0,0
13,185,11000,13185011000,3284,1269,P,2494201,2494201,13,185,10500,13185010500,4200,1804,P,2103057,2103057,544,544,0.02,0.02,0.03,0.03,0,0,0,0,0,0
13,185,11301,13185011301,5021,2143,P,4764927,4722896,13,185,11200,13185011200,4200,1993,P,4635782,4560888,102984,102780,2.16,2.18,2.22,2.25,0,0,0,0,0,0
13,185,11402,13185011402,2561,769,P,25613939,23405808,13,185,10800,13185010800,5420,2386,P,19501146,19234035,625,625,0,0,0,0,0,0,0,0,0,0
13,187,960100,13187960100,13530,6170,P,373836447,372226669,13,187,960202,13187960202,6814,3181,P,209343182,208925340,68960,68960,0.02,0.02,0.03,0.03,0,0,0,0,0,0
13,187,960100,13187960100,13530,6170,P,373836447,372226669,13,311,950203,13311950203,5129,3898,P,153922389,153013724,18019,18019,0,0,0.01,0.01,0,0,0,0,0,0
13,187,960202,13187960202,6812,3180,P,209488991,209071149,13,85,970100,13085970100,7765,3946,P,306735966,305435305,18543,18543,0.01,0.01,0.01,0.01,0,0,0,0,0,0
13,187,960202,13187960202,6812,3180,P,209488991,209071149,13,111,50500,13111050500,4848,4059,P,403821521,396993870,188903,188903,0.09,0.09,0.05,0.05,0,0,0,0,0,0
13,187,960202,13187960202,6812,3180,P,209488991,209071149,13,187,960201,13187960201,9681,3591,P,153213791,151916847,4056,4056,0,0,0,0,0,0,0,0,0,0
13,187,960202,13187960202,6812,3180,P,209488991,209071149,13,291,201,13291000201,2802,2113,P,283295600,282716196,22641,22641,0.01,0.01,0.01,0.01,0,0,0,0,0,0
13,189,950400,13189950400,5805,2432,P,118320217,116931895,13,189,950300,13189950300,3175,1385,P,48348714,47752395,8123,8123,0.01,0.01,0.02,0.02,0,0,0,0,0,0
13,189,950400,13189950400,5805,2432,P,118320217,116931895,13,189,950500,13189950500,5260,2157,P,187513300,184436004,4372,0,0,0,0,0,0,0,0,0,0,0
13,189,950500,13189950500,5260,2157,P,187533925,184436004,13,189,950400,13189950400,5805,2432,P,118332719,116923772,24997,0,0.01,0,0.02,0,0,0,0,0,0,0
13,191,990100,13191990100,4432,3672,P,630630753,574554852,13,191,990000,13191990000,0,0,P,207137722,0,5867997,0,0.93,0,2.83,0,0,0,0,0,0,0
13,191,990200,13191990200,5706,3307,P,473820533,264278329,13,191,990000,13191990000,0,0,P,207137722,0,153108751,0,32.31,0,73.92,0,0,0,0,0,0,0
13,191,990300,13191990300,4195,2241,P,381810335,259983251,13,191,990000,13191990000,0,0,P,207137722,0,48160974,0,12.61,0,23.25,0,0,0,0,0,0,0
13,193,980100,13193980100,2083,1056,P,204220928,202054209,13,193,400,13193000400,5633,2435,P,288271805,284890620,1345,0,0,0,0,0,0,0,0,0,0,0
13,193,980100,13193980100,2083,1056,P,204220928,202054209,13,225,40302,13225040302,2286,1049,P,39306914,39065664,41857,40211,0.02,0.02,0.11,0.1,0,0,0,0,0,0
13,193,980200,13193980200,1814,989,P,352907375,347992069,13,193,400,13193000400,5633,2435,P,288271805,284890620,61502,0,0.02,0,0.02,0,0,0,0,0,0,0
13,193,980200,13193980200,1814,989,P,352907375,347992069,13,269,950300,13269950300,5149,2575,P,564427304,561738917,105,105,0,0,0,0,0,0,0,0,0,0
13,193,980300,13193980300,5210,1656,P,206564317,202756231,13,193,200,13193000200,1814,989,P,352872985,347993246,50,0,0,0,0,0,0,0,0,0,0,0
13,193,980300,13193980300,5210,1656,P,206564317,202756231,13,193,400,13193000400,5633,2435,P,288271805,284890620,425486,0,0.21,0,0.15,0,0,0,0,0,0,0
13,193,980300,13193980300,5210,1656,P,206564317,202756231,13,261,950100,13261950100,1203,577,P,257287888,252528199,4,4,0,0,0,0,0,0,0,0,0,0
13,193,980400,13193980400,5633,2435,P,287859452,284890620,13,93,970200,13093970200,2014,1029,P,285638086,281831087,49,0,0,0,0,0,0,0,0,0,0,0
13,193,980400,13193980400,5633,2435,P,287859452,284890620,13,193,200,13193000200,1814,989,P,352872985,347993246,25762,0,0.01,0,0.01,0,0,0,0,0,0,0
13,193,980400,13193980400,5633,2435,P,287859452,284890620,13,193,300,13193000300,5210,1656,P,206190734,202756227,51957,0,0.02,0,0.03,0,0,0,0,0,0,0
13,195,20500,13195020500,6835,2821,P,87142957,86080886,13,195,20100,13195020100,5481,2291,P,158785990,156890659,548,548,0,0,0,0,0,0,0,0,0,0
13,195,20500,13195020500,6835,2821,P,87142957,86080886,13,195,20400,13195020400,5449,2195,P,84643007,83629805,530,530,0,0,0,0,0,0,0,0,0,0
13,199,970100,13199970100,4672,2028,P,245741614,245191790,13,199,970800,13199970800,5015,2358,P,407354808,403615546,42270,42270,0.02,0.02,0.01,0.01,0,0,0,0,0,0
13,205,980200,13205980200,3603,1505,P,318020768,315468907,13,71,970900,13071970900,6280,2458,P,358403471,350626895,2787,2787,0,0,0,0,0,0,0,0,0,0
13,205,980200,13205980200,3603,1505,P,318020768,315468907,13,205,90500,13205090500,6084,2600,P,402086085,401158491,1356,1356,0,0,0,0,0,0,0,0,0,0
13,205,980400,13205980400,7812,2390,P,248108520,247810054,13,205,90500,13205090500,6084,2600,P,402086085,401158491,179958,179958,0.07,0.07,0.04,0.04,0,0,0,0,0,0
13,207,50200,13207050200,5729,2132,P,107624780,107382036,13,171,970100,13171970100,6401,2661,P,199383767,196647226,689,689,0,0,0,0,0,0,0,0,0,0
13,207,50200,13207050200,5729,2132,P,107624780,107382036,13,207,50101,13207050101,6167,2673,P,122660539,120921143,2621,2621,0,0,0,0,0,0,0,0,0,0
13,207,50200,13207050200,5729,2132,P,107624780,107382036,13,207,50102,13207050102,4234,1808,P,254158611,252169005,21152,21152,0.02,0.02,0.01,0.01,0,0,0,0,0,0
13,209,950100,13209950100,1978,914,P,222415833,219978535,13,283,960200,13283960200,5572,2350,P,282894381,278961504,794,794,0,0,0,0,0,0,0,0,0,0
13,209,950300,13209950300,2284,1120,P,206140859,199594787,13,209,950200,13209950200,4861,1887,P,205195665,200790305,3,3,0,0,0,0,0,0,0,0,0,0
13,211,980100,13211980100,2717,1071,P,180144946,178258207,13,297,110200,13297110200,4457,1868,P,164721957,163418061,40958,38795,0.02,0.02,0.02,0.02,0,0,0,0,0,0
13,213,10100,13213010100,3587,1543,P,191573113,191538740,13,111,50300,13111050300,2303,1484,P,279185711,279156067,8648,8648,0,0,0,0,0,0,0,0,0,0
13,213,10200,13213010200,10947,4151,P,204565447,204460241,13,213,10100,13213010100,3587,1543,P,197271912,197237539,5707315,5707315,2.79,2.79,2.89,2.89,0,0,0,0,0,0
13,213,10300,13213010300,3852,1696,P,204004458,198620007,13,129,970100,13129970100,5933,2481,P,254059292,253257206,605,605,0,0,0,0,0,0,0,0,0,0
13,213,10600,13213010600,4348,1798,P,83287581,83229404,13,129,970100,13129970100,5933,2481,P,254059292,253257206,2801,2801,0,0,0,0,0,0,0,0,0,0
13,215,300,13215000300,1741,742,P,1632848,1632848,13,215,11400,13215011400,2132,986,P,1487445,1487445,1418,1418,0.09,0.09,0.1,0.1,0,0,0,0,0,0
13,215,400,13215000400,2841,1254,P,5577231,4689208,13,215,10301,13215010301,2478,1085,P,35010717,28637265,2924,2924,0.05,0.06,0.01,0.01,0,0,0,0,0,0
13,215,900,13215000900,2851,1300,P,1744874,1742217,13,215,1200,13215001200,3371,1997,P,2981251,2981251,4524,4524,0.26,0.26,0.15,0.15,0,0,0,0,0,0
13,215,1600,13215001600,2749,1318,P,2270994,1838957,13,215,11100,13215011100,1992,1033,P,3888237,3635857,52,52,0,0,0,0,0,0,0,0,0,0
13,215,1600,13215001600,2749,1318,P,2270994,1838957,13,215,11400,13215011400,2132,986,P,1487445,1487445,24,24,0,0,0,0,0,0,0,0,0,0
13,215,1800,13215001800,1272,638,P,1114541,1114541,13,215,11100,13215011100,1992,1033,P,3888237,3635857,1209,1209,0.11,0.11,0.03,0.03,0,0,0,0,0,0
13,215,2300,13215002300,1785,855,P,1176695,1176695,13,215,2400,13215002400,1581,778,P,986519,986519,117,117,0.01,0.01,0.01,0.01,0,0,0,0,0,0
13,215,2800,13215002800,2107,1276,P,1720780,1720780,13,215,2200,13215002200,2795,1378,P,1573789,1573789,214,214,0.01,0.01,0.01,0.01,0,0,0,0,0,0
13,215,2902,13215002902,2249,1185,P,3069307,3069307,13,215,2901,13215002901,2878,1451,P,2400049,2393489,548,548,0.02,0.02,0.02,0.02,0,0,0,0,0,0
13,215,3300,13215003300,3772,1788,P,3743081,3743081,13,215,10802,13215010802,6454,1244,P,196763900,196296153,744,744,0.02,0.02,0,0,0,0,0,0,0,0
13,215,3400,13215003400,2338,1116,P,1760605,1760605,13,215,3200,13215003200,1744,888,P,1958833,1958833,665,665,0.04,0.04,0.03,0.03,0,0,0,0,0,0
13,215,10105,13215010105,2876,1122,P,32978116,32611615,13,215,10106,13215010106,5451,2188,P,7223392,7158739,10357,10357,0.03,0.03,0.14,0.14,0,0,0,0,0,0
13,215,10105,13215010105,2876,1122,P,32978116,32611615,13,215,10502,13215010502,1406,800,P,3698217,3679773,6074,6074,0.02,0.02,0.16,0.17,0,0,0,0,0,0
13,215,10301,13215010301,2478,1085,P,35010625,28637173,13,215,10302,13215010302,6293,2765,P,12520363,12479484,2832,2832,0.01,0.01,0.02,0.02,0,0,0,0,0,0
13,215,10302,13215010302,6293,2765,P,12540580,12499701,13,215,10203,13215010203,7933,3477,P,29545999,29461519,23049,23049,0.18,0.18,0.08,0.08,0,0,0,0,0,0
13,215,10501,13215010501,6399,2806,P,10529710,10501418,13,215,10402,13215010402,4049,2044,P,7036650,6959672,3533,3533,0.03,0.03,0.05,0.05,0,0,0,0,0,0
13,215,10502,13215010502,1406,800,P,3719570,3701126,13,215,10501,13215010501,6399,2806,P,10553604,10525312,27427,27427,0.74,0.74,0.26,0.26,0,0,0,0,0,0
13,215,11000,13215011000,489,229,P,436886,436886,13,215,1600,13215001600,2749,1318,P,2276165,1844128,5247,5247,1.2,1.2,0.23,0.28,0,0,0,0,0,0
13,217,100100,13217100100,11250,4236,P,124922323,120040593,13,217,100202,13217100202,5335,2029,P,101252167,98952864,261385,0,0.21,0,0.26,0,0,0,0,0,0,0
13,217,100100,13217100100,11250,4236,P,124922323,120040593,13,217,100502,13217100502,7810,2985,P,22542805,22199415,513,513,0,0,0,0,0,0,0,0,0,0
13,217,100200,13217100200,11271,4254,P,239439304,234268452,13,159,10100,13159010100,2586,1037,P,199031578,196827867,23127,23127,0.01,0.01,0.01,0.01,0,0,0,0,0,0
13,217,100200,13217100200,11271,4254,P,239439304,234268452,13,217,100300,13217100300,8377,3465,P,34876222,33787204,12702,12702,0.01,0.01,0.04,0.04,0,0,0,0,0,0
13,217,100400,13217100400,3566,1219,P,10962723,10929531,13,217,100502,13217100502,7810,2985,P,22542805,22199415,24446,24446,0.22,0.22,0.11,0.11,0,0,0,0,0,0
13,217,100600,13217100600,5946,2288,P,29680875,29034925,13,217,100502,13217100502,7810,2985,P,22542805,22199415,9097,0,0.03,0,0.04,0,0,0,0,0,0,0
13,217,100600,13217100600,5946,2288,P,29680875,29034925,13,217,100800,13217100800,9687,3713,P,131204519,125985667,13753,0,0.05,0,0.01,0,0,0,0,0,0,0
13,217,100800,13217100800,9687,3713,P,131228588,125985667,13,217,100901,13217100901,10390,3729,P,63620926,63111134,37822,0,0.03,0,0.06,0,0,0,0,0,0,0
13,219,30100,13219030100,10590,3994,P,112022469,110800332,13,219,30200,13219030200,5424,2084,P,29238209,28914165,457230,448520,0.41,0.4,1.56,1.55,0,0,0,0,0,0
13,221,960300,13221960300,1737,797,P,403781610,402581112,13,133,950100,13133950100,2203,1108,P,359758279,344195035,83359,83359,0.02,0.02,0.02,0.02,0,0,0,0,0,0
13,221,960300,13221960300,1737,797,P,403781610,402581112,13,221,960202,13221960202,4763,2065,P,255450581,253201879,1488,1488,0,0,0,0,0,0,0,0,0,0
13,221,960300,13221960300,1737,797,P,403781610,402581112,13,265,10200,13265010200,1717,1015,P,505947499,504031776,2202,2202,0,0,0,0,0,0,0,0,0,0
13,223,120100,13223120100,35071,11961,P,260669604,259074014,13,15,960803,13015960803,5149,2174,P,82578319,77220170,370,370,0,0,0,0,0,0,0,0,0,0
13,223,120100,13223120100,35071,11961,P,260669604,259074014,13,223,120301,13223120301,5523,2274,P,20845141,20684225,9007,9007,0,0,0.04,0.04,0,0,0,0,0,0
13,223,120201,13223120201,11655,4454,P,26902833,26629925,13,223,120102,13223120102,11271,3739,P,33930222,33766188,734,734,0,0,0,0,0,0,0,0,0,0
13,223,120300,13223120300,19214,7893,P,92567146,91724907,13,223,120204,13223120204,6385,2537,P,15155632,14947994,1035,1035,0,0,0.01,0.01,0,0,0,0,0,0
13,223,120400,13223120400,17016,6483,P,248510304,247410266,13,97,80404,13097080404,7943,3112,P,59787540,59462849,11589,11589,0,0,0.02,0.02,0,0,0,0,0,0
13,223,120500,13223120500,20705,7536,P,68475121,67857337,13,223,120302,13223120302,11896,4953,P,56542759,56105783,21554,21554,0.03,0.03,0.04,0.04,0,0,0,0,0,0
13,225,40100,13225040100,11564,4951,P,133376076,132337710,13,153,20109,13153020109,8685,3586,P,13448413,13395295,1403,1403,0,0,0.01,0.01,0,0,0,0,0,0
13,225,40301,13225040301,2904,1196,P,32057539,31961800,13,225,40200,13225040200,4590,1857,P,130543797,130147962,703,703,0,0,0,0,0,0,0,0,0,0
13,225,40302,13225040302,2286,1049,P,39265536,39026103,13,225,40400,13225040400,6351,1997,P,56584734,55679626,650,650,0,0,0,0,0,0,0,0,0,0
13,227,50100,13227050100,4090,3222,P,100395063,99178387,13,85,970100,13085970100,7765,3946,P,306735966,305435305,171,171,0,0,0,0,0,0,0,0,0,0
13,229,960100,13229960100,2902,1269,P,274863526,255753695,13,1,950400,13001950400,1476,773,P,389328086,388757114,545,388,0,0,0,0,0,0,0,0,0,0
13,229,960100,13229960100,2902,1269,P,274863526,255753695,13,305,970400,13305970400,3448,1517,P,430532269,427720308,2274,2274,0,0,0,0,0,0,0,0,0,0
13,229,960200,13229960200,1685,735,P,215067295,195801921,13,1,950400,13001950400,1476,773,P,389328086,388757114,18175,18175,0.01,0.01,0,0,0,0,0,0,0,0
13,229,960200,13229960200,1685,735,P,215067295,195801921,13,229,960300,13229960300,6370,2791,P,209075038,192771530,395,0,0,0,0,0,0,0,0,0,0,0
13,229,960300,13229960300,6388,2801,P,211428633,195090983,13,299,950200,13299950200,7718,2459,P,330939903,327792645,2224,0,0,0,0,0,0,0,0,0,0,0
13,231,980100,13231980100,7003,2642,P,172115474,168961060,13,171,970100,13171970100,6401,2661,P,199383767,196647226,24897,24897,0.01,0.01,0.01,0.01,0,0,0,0,0,0
13,233,990100,13233990100,5868,2352,P,156305825,155229401,13,15,961000,13015961000,8415,2917,P,179867684,177427501,13930,13930,0.01,0.01,0.01,0.01,0,0,0,0,0,0
13,235,950300,13235950300,1610,795,P,256778290,255460748,13,235,950200,13235950200,7487,3485,P,170706007,168751312,174337,0,0.07,0,0.1,0,0,0,0,0,0,0
13,235,950300,13235950300,1610,795,P,256778290,255460748,13,315,960200,13315960200,1417,658,P,271394847,269376003,188,188,0,0,0,0,0,0,0,0,0,0
13,237,960200,13237960200,8426,3579,P,320996645,319588360,13,159,10100,13159010100,2586,1037,P,199031578,196827867,4385,3023,0,0,0,0,0,0,0,0,0,0
13,239,980100,13239980100,1324,880,P,251942203,240536275,13,259,950400,13259950400,4082,1368,P,884625213,873213434,947223,947223,0.38,0.39,0.11,0.11,0,0,0,0,0,0
13,241,970100,13241970100,5207,3765,P,209727712,209243373,13,241,970202,13241970202,2756,1741,P,232012173,230450527,186,186,0,0,0,0,0,0,0,0,0,0
13,241,970200,13241970200,6183,3836,P,411505369,409317864,13,241,970100,13241970100,5207,3765,P,209728637,209244298,1111,1111,0,0,0,0,0,0,0,0,0,0
13,241,970300,13241970300,4886,4712,P,354888832,339715337,13,241,970201,13241970201,3427,2095,P,179492661,178866802,390,390,0,0,0,0,0,0,0,0,0,0
13,243,990200,13243990200,5821,3091,P,576316854,574334597,13,61,960300,13061960300,3183,2102,P,562634593,506035709,2389,2389,0,0,0,0,0,0,0,0,0,0
13,245,200,13245000200,3030,1491,P,2953622,2508391,13,245,10101,13245010101,3654,1838,P,7165276,5939387,124198,93616,4.2,3.73,1.73,1.58,0,0,0,0,0,0
13,245,400,13245000400,998,883,P,1536649,1348146,13,245,600,13245000600,2890,1251,P,2442426,2317497,8421,760,0.55,0.06,0.34,0.03,0,0,0,0,0,0
13,245,10203,13245010203,4047,2038,P,5174867,5145432,13,245,1601,13245001601,5107,2553,P,4983767,4983767,2134,2134,0.04,0.04,0.04,0.04,0,0,0,0,0,0
13,245,10204,13245010204,13436,5887,P,32438227,32405150,13,73,30506,13073030506,10720,4240,P,32060080,31872920,3470,3470,0.01,0.01,0.01,0.01,0,0,0,0,0,0
13,245,10507,13245010507,5579,2516,P,6874299,6846554,13,245,10512,13245010512,4719,1660,P,5147947,5142415,97179,97179,1.41,1.42,1.89,1.89,0,0,0,0,0,0
13,245,10510,13245010510,4882,2002,P,5448056,5448056,13,245,10508,13245010508,3450,1712,P,3470991,3442664,948,948,0.02,0.02,0.03,0.03,0,0,0,0,0,0
13,245,10510,13245010510,4882,2002,P,5448056,5448056,13,245,10509,13245010509,4119,1720,P,4112183,4112183,32493,32493,0.6,0.6,0.79,0.79,0,0,0,0,0,0
13,245,10901,13245010901,8867,3509,P,153631761,153062035,13,245,10800,13245010800,8992,1162,P,179640332,178655487,60001,60001,0.04,0.04,0.03,0.03,0,0,0,0,0,0
13,245,10902,13245010902,11751,4591,P,184531929,181721449,13,245,10903,13245010903,5141,1998,P,104465880,104252234,26,26,0,0,0,0,0,0,0,0,0,0
13,247,60101,13247060101,3446,1336,P,28540291,28009342,13,247,60309,13247060309,5970,2304,P,8408890,8337720,8,0,0,0,0,0,0,0,0,0,0,0
13,247,60304,13247060304,5591,2607,P,20902522,20659027,13,247,60201,13247060201,4821,1403,P,13326107,12671615,31797,31797,0.15,0.15,0.24,0.25,0,0,0,0,0,0
13,247,60306,13247060306,2705,1050,P,14703688,14510586,13,247,60305,13247060305,5101,2195,P,16900528,16591918,57111,57111,0.39,0.39,0.34,0.34,0,0,0,0,0,0
13,247,60405,13247060405,6945,2536,P,46202333,45535790,13,151,70202,13151070202,11032,3744,P,55366634,54977343,352,0,0,0,0,0,0,0,0,0,0,0
13,251,970300,13251970300,3472,1494,P,188117783,185217860,13,251,970400,13251970400,4794,2235,P,358338567,353209334,1220,1220,0,0,0,0,0,0,0,0,0,0
13,251,970300,13251970300,3472,1494,P,188117783,185217860,13,251,970600,13251970600,1827,844,P,277512550,272354251,93,93,0,0,0,0,0,0,0,0,0,0
13,251,970600,13251970600,1827,844,P,277579473,272406321,13,165,960200,13165960200,2133,1128,P,381909685,378087324,65364,50512,0.02,0.02,0.02,0.01,0,0,0,0,0,0
13,251,970600,13251970600,1827,844,P,277579473,272406321,13,251,970500,13251970500,2608,1234,P,336696695,331571317,1652,1651,0,0,0,0,0,0,0,0,0,0
13,253,980100,13253980100,2857,2037,P,268813566,251158818,13,253,200300,13253200300,2604,1360,P,337050776,300069448,3809,3809,0,0,0,0,0,0,0,0,0,0
13,255,160200,13255160200,5973,2648,P,90510401,89568167,13,255,160100,13255160100,5969,2337,P,68088898,67410438,26,26,0,0,0,0,0,0,0,0,0,0
13,255,161100,13255161100,3828,1780,P,11266162,11137978,13,255,160900,13255160900,2596,1117,P,10662303,10581145,10776,10776,0.1,0.1,0.1,0.1,0,0,0,0,0,0
13,257,970300,13257970300,6601,3230,P,30534847,30247643,13,257,970400,13257970400,6889,3036,P,201439156,199543933,4644,4644,0.02,0.02,0,0,0,0,0,0,0,0
13,257,970400,13257970400,6873,3025,P,200472616,198580797,13,119,890102,13119890102,3810,2251,P,99519573,92083845,948,948,0,0,0,0,0,0,0,0,0,0
13,257,970400,13257970400,6873,3025,P,200472616,198580797,13,257,970301,13257970301,3823,1875,P,13901797,13841892,87399,87399,0.04,0.04,0.63,0.63,0,0,0,0,0,0
13,259,950200,13259950200,1629,847,P,485268880,479233931,13,259,950100,13259950100,1976,1015,P,316125446,314900384,109,109,0,0,0,0,0,0,0,0,0,0
