STATE00,COUNTY00,TRACT00,GEOID00,POP00,HU00,PART00,AREA00,AREALAND00,STATE10,COUNTY10,TRACT10,GEOID10,POP10,HU10,PART10,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,AREALANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,POPPCT00,POPPCT10,HU10PT,HUPCT00,HUPCT10
13,121,11604,13121011604,22247,9488,P,29100084,28646962,13,121,11614,13121011614,13082,6206,W,8504692,8447698,8504692,8447698,29.23,29.49,100,100,13082,58.8,100,6206,65.41,100
13,177,20400,13177020400,13306,4973,P,78327502,77970103,13,177,20402,13177020402,7836,3004,P,44221666,43864267,44218193,43860794,56.45,56.25,99.99,99.99,7836,58.89,100,3004,60.41,100
13,135,50510,13135050510,9819,3443,P,9033521,9015232,13,135,50530,13135050530,5786,1988,W,3566404,3564140,3566404,3564140,39.48,39.53,100,100,5786,58.93,100,1988,57.74,100
13,89,21207,13089021207,13083,7393,P,6833378,6821072,13,89,21216,13089021216,7712,4461,W,3629168,3629168,3629168,3629168,53.11,53.21,100,100,7712,58.95,100,4461,60.34,100
13,67,31504,13067031504,8153,3103,P,13264185,13249162,13,67,31506,13067031506,4814,1933,W,9323108,9308085,9323108,9308085,70.29,70.25,100,100,4814,59.05,100,1933,62.29,100
13,97,80302,13097080302,9351,3985,P,15479120,15479120,13,97,80304,13097080304,5532,2388,W,10295137,10295137,10295137,10295137,66.51,66.51,100,100,5532,59.16,100,2388,59.92,100
13,151,70401,13151070401,17110,6276,P,123126032,121362290,13,151,70403,13151070403,10136,3560,W,57157222,56463170,57157222,56463170,46.42,46.52,100,100,10136,59.24,100,3560,56.72,100
13,13,180102,13013180102,4947,1852,P,28768905,28486342,13,13,180108,13013180108,2931,1102,W,20610374,20331947,20610374,20331947,71.64,71.37,100,100,2931,59.25,100,1102,59.5,100
13,139,1401,13139001401,8777,3729,P,29522913,29445655,13,139,1404,13139001404,5201,2142,W,18408626,18379761,18408626,18379761,62.35,62.42,100,100,5201,59.26,100,2142,57.44,100
13,207,50100,13207050100,10401,4481,P,376795377,373066375,13,207,50101,13207050101,6167,2673,P,122660539,120921143,122657918,120918522,32.55,32.41,100,100,6167,59.29,100,2673,59.65,100
13,121,11502,13121011502,10346,3557,P,15712295,15214984,13,121,11506,13121011506,6148,2204,W,11408956,11052317,11408956,11052317,72.61,72.64,100,100,6148,59.42,100,2204,61.96,100
13,89,21501,13089021501,9568,5028,P,5695084,5643487,13,89,21504,13089021504,5708,3117,W,3757597,3717826,3757597,3717826,65.98,65.88,100,100,5708,59.66,100,3117,61.99,100
13,73,30305,13073030305,11576,4438,P,21379306,21303113,13,73,30307,13073030307,6907,2639,W,11649568,11573375,11649568,11573375,54.49,54.33,100,100,6907,59.67,100,2639,59.46,100
13,67,30402,13067030402,7703,3659,P,6701590,6665133,13,67,30407,13067030407,4600,2119,W,4323519,4302203,4323519,4302203,64.51,64.55,100,100,4600,59.72,100,2119,57.91,100
13,237,960100,13237960100,7938,6042,P,322136711,293305377,13,237,960102,13237960102,4746,3863,W,158062581,139589198,158062581,139589198,49.07,47.59,100,100,4746,59.79,100,3863,63.94,100
13,89,23302,13089023302,13198,4872,P,29649360,28587531,13,89,23316,13089023316,7896,2976,W,5989366,5290553,5989366,5290553,20.2,18.51,100,100,7896,59.83,100,2976,61.08,100
13,153,20101,13153020101,14497,6052,P,24280393,24161917,13,153,20109,13153020109,8685,3586,P,13448413,13395295,13447010,13393892,55.38,55.43,99.99,99.99,8685,59.91,100,3586,59.25,100
13,135,50603,13135050603,34448,11934,P,59735799,59262833,13,135,50606,13135050606,20655,7211,W,38884912,38574630,38884912,38574630,65.09,65.09,100,100,20655,59.96,100,7211,60.42,100
13,63,40406,13063040406,8522,3521,P,9026906,9005951,13,63,40417,13063040417,5132,2269,W,5184474,5168975,5184474,5168975,57.43,57.4,100,100,5132,60.22,100,2269,64.44,100
13,121,10112,13121010112,7915,4200,P,3336630,3322664,13,121,10118,13121010118,4782,2359,W,1970334,1956368,1970334,1956368,59.05,58.88,100,100,4782,60.42,100,2359,56.17,100
13,121,10000,13121010000,11488,6362,P,10428504,10310245,13,121,10002,13121010002,7001,3799,W,6344305,6266983,6344305,6266983,60.84,60.78,100,100,7001,60.94,100,3799,59.71,100
13,121,11304,13121011304,6976,4097,P,10170336,10163236,13,121,11305,13121011305,4263,2666,P,2934062,2929123,2917769,2912830,28.69,28.66,99.44,99.44,4253,60.97,99.77,2664,65.02,99.92
13,121,7601,13121007601,7024,3883,P,4262225,4262225,13,121,7603,13121007603,4296,2440,P,3153489,3153489,3146019,3146019,73.81,73.81,99.76,99.76,4296,61.16,100,2440,62.84,100
13,115,200,13115000200,10461,4446,P,249269645,245947074,13,115,201,13115000201,6424,2767,P,55882391,54992546,55814285,54988215,22.39,22.36,99.88,99.99,6424,61.41,100,2767,62.24,100
13,157,10700,13157010700,14276,5517,P,165371860,163413949,13,157,10702,13157010702,8782,3361,W,71012335,69900743,71012335,69900743,42.94,42.78,100,100,8782,61.52,100,3361,60.92,100
13,63,40503,13063040503,7980,3173,P,7643524,7627131,13,63,40522,13063040522,4926,2005,W,5016477,5000084,5016477,5000084,65.63,65.56,100,100,4926,61.73,100,2005,63.19,100
13,223,120300,13223120300,19214,7893,P,92567146,91724907,13,223,120302,13223120302,11896,4953,P,56542759,56105783,56521205,56084229,61.06,61.14,99.96,99.96,11896,61.91,100,4953,62.75,100
13,67,30217,13067030217,20271,8499,P,30445661,29899703,13,67,30230,13067030230,12572,5583,P,15779274,15374950,15774787,15370463,51.81,51.41,99.97,99.97,12572,62.02,100,5583,65.69,100
13,121,10509,13121010509,12651,5293,P,19760462,19473723,13,121,10516,13121010516,7850,3176,W,8412880,8397225,8412880,8397225,42.57,43.12,100,100,7850,62.05,100,3176,60,100
13,67,31202,13067031202,14019,7983,P,16734482,16399153,13,67,31206,13067031206,8713,4934,W,9204273,9186132,9204273,9186132,55,56.02,100,100,8713,62.15,100,4934,61.81,100
13,121,11404,13121011404,11919,4178,P,5603190,5543475,13,121,11420,13121011420,7484,2457,W,1663593,1660479,1663593,1660479,29.69,29.95,100,100,7484,62.79,100,2457,58.81,100
13,51,11101,13051011101,8516,3968,P,77639618,56775875,13,51,11106,13051011106,5362,2564,P,13961401,11710941,13882456,11710941,17.88,20.63,99.43,100,5362,62.96,100,2564,64.62,100
13,97,80401,13097080401,12468,4711,P,100187499,99819122,13,97,80404,13097080404,7943,3112,P,59787540,59462849,57821829,57503896,57.71,57.61,96.71,96.71,7851,62.97,98.84,3067,65.1,98.55
13,89,23404,13089023404,13837,5442,P,30299176,29973825,13,89,23423,13089023423,8750,3603,W,23218809,22959977,23218809,22959977,76.63,76.6,100,100,8750,63.24,100,3603,66.21,100
13,135,50514,13135050514,18625,5451,P,30568937,30197538,13,135,50548,13135050548,11778,3052,W,20105238,19817592,20105238,19817592,65.77,65.63,100,100,11778,63.24,100,3052,55.99,100
13,135,50716,13135050716,8774,3194,P,7643508,7628662,13,135,50725,13135050725,5565,1919,W,4946934,4932088,4946934,4932088,64.72,64.65,100,100,5565,63.43,100,1919,60.08,100
13,135,50516,13135050516,17751,5973,P,16578289,16432108,13,135,50544,13135050544,11612,3841,P,10039582,9970520,9867290,9798228,59.52,59.63,98.28,98.27,11279,63.54,97.13,3700,61.95,96.33
13,67,31203,13067031203,8923,5512,P,6470371,6396972,13,67,31208,13067031208,5679,3287,P,3641636,3617744,3635376,3611484,56.18,56.46,99.83,99.83,5679,63.64,100,3287,59.63,100
13,217,100500,13217100500,21698,8534,P,41675383,41144567,13,217,100501,13217100501,13840,5523,W,19133918,18938834,19133918,18938834,45.91,46.03,100,100,13840,63.78,100,5523,64.72,100
13,135,50411,13135050411,11228,3914,P,9916394,9803864,13,135,50436,13135050436,7183,2607,W,5595739,5556894,5595739,5556894,56.43,56.68,100,100,7183,63.97,100,2607,66.61,100
13,89,21904,13089021904,7432,3468,P,4599341,4575631,13,89,21910,13089021910,4773,2187,P,3696125,3691010,3666448,3661333,79.72,80.02,99.2,99.2,4773,64.22,100,2187,63.06,100
13,89,21601,13089021601,8771,4101,P,7183579,7119659,13,89,21605,13089021605,5639,2753,W,3702967,3645599,3702967,3645599,51.55,51.2,100,100,5639,64.29,100,2753,67.13,100
13,81,980200,13081980200,8479,3996,P,323590508,305141263,13,81,10201,13081010201,5483,2658,W,210159689,200282134,210159689,200282134,64.95,65.64,100,100,5483,64.67,100,2658,66.52,100
13,45,990102,13045990102,14293,5486,P,101369418,99798512,13,45,910104,13045910104,9273,3538,P,44954375,44237484,44936030,44219139,44.33,44.31,99.96,99.96,9273,64.88,100,3538,64.49,100
13,215,3300,13215003300,3772,1788,P,3743081,3743081,13,215,3302,13215003302,2455,1243,W,2234950,2234950,2234950,2234950,59.71,59.71,100,100,2455,65.08,100,1243,69.52,100
13,245,10703,13245010703,8603,3266,P,12404640,12342370,13,245,10708,13245010708,5599,2136,W,8103623,8103623,8103623,8103623,65.33,65.66,100,100,5599,65.08,100,2136,65.4,100
13,79,70200,13079070200,8979,3694,P,457013050,454484423,13,79,70201,13079070201,5851,2416,W,226717704,225449247,226717704,225449247,49.61,49.61,100,100,5851,65.16,100,2416,65.4,100
13,291,990100,13291990100,7781,5249,P,214561952,199185738,13,291,102,13291000102,5088,3379,P,132534304,124352208,132515407,124352208,61.76,62.43,99.99,100,5088,65.39,100,3379,64.37,100
13,67,30406,13067030406,8054,4318,P,3939281,3920451,13,67,30413,13067030413,5271,2756,W,1441738,1441738,1441738,1441738,36.6,36.77,100,100,5271,65.45,100,2756,63.83,100
13,67,31501,13067031501,15009,5599,P,36854122,36705700,13,67,31509,13067031509,9869,3662,W,24402807,24358918,24402807,24358918,66.21,66.36,100,100,9869,65.75,100,3662,65.4,100
13,57,90903,13057090903,11452,4970,P,16723450,16556266,13,57,90904,13057090904,7544,3003,P,12585218,12465894,12583781,12465894,75.25,75.29,99.99,100,7544,65.87,100,3003,60.42,100
13,179,10100,13179010100,9419,2524,P,479429385,432680215,13,179,10101,13179010101,6221,1862,P,204388264,188398227,204374740,188398227,42.63,43.54,99.99,100,6221,66.05,100,1862,73.77,100
13,73,30502,13073030502,16184,6368,P,52288451,52065873,13,73,30506,13073030506,10720,4240,P,32060080,31872920,32056610,31869450,61.31,61.21,99.99,99.99,10720,66.24,100,4240,66.58,100
13,121,11609,13121011609,9373,3518,P,14000942,13716102,13,121,11613,13121011613,6240,2312,W,6545974,6521907,6545974,6521907,46.75,47.55,100,100,6240,66.57,100,2312,65.72,100
13,73,30501,13073030501,10122,4142,P,154265221,154157263,13,73,30503,13073030503,6751,2759,W,96837785,96762232,96837785,96762232,62.77,62.77,100,100,6751,66.7,100,2759,66.61,100
13,63,40610,13063040610,11998,4842,P,11020086,10940990,13,63,40616,13063040616,8429,3607,P,6608344,6578554,6330889,6304445,57.45,57.62,95.8,95.83,8012,66.78,95.05,3442,71.09,95.43
13,245,10102,13245010102,7734,4381,P,7453482,7415621,13,245,10106,13245010106,5183,2899,W,4193889,4193889,4193889,4193889,56.27,56.55,100,100,5183,67.02,100,2899,66.17,100
13,67,30213,13067030213,14518,4778,P,27802799,27515707,13,67,30219,13067030219,9743,3178,W,18725745,18554667,18725745,18554667,67.35,67.43,100,100,9743,67.11,100,3178,66.51,100
13,121,8901,13121008901,7255,3811,P,4224727,4134613,13,121,8904,13121008904,4883,2726,W,3065096,2983478,3065096,2983478,72.55,72.16,100,100,4883,67.31,100,2726,71.53,100
13,151,70102,13151070102,10467,3933,P,35476050,34830795,13,151,70110,13151070110,7109,2668,P,26890287,26273143,26841087,26223943,75.66,75.29,99.82,99.81,7051,67.36,99.18,2648,67.33,99.25
13,21,12100,13021012100,6934,3394,P,12105146,12105146,13,21,12102,13021012102,4673,2506,P,7419503,7419503,7419355,7419355,61.29,61.29,100,100,4673,67.39,100,2506,73.84,100
13,151,70500,13151070500,21712,7957,P,136691038,135149994,13,151,70502,13151070502,14656,5247,P,82921604,82170876,82847297,82170876,60.61,60.8,99.91,100,14656,67.5,100,5247,65.94,100
13,63,40517,13063040517,8378,3510,P,7411854,7358382,13,63,40526,13063040526,5671,2429,W,5071452,5055391,5071452,5055391,68.42,68.7,100,100,5671,67.69,100,2429,69.2,100
13,153,20102,13153020102,8877,3811,P,26143432,25679642,13,153,20105,13153020105,6018,2631,W,5709236,5620039,5709236,5620039,21.84,21.89,100,100,6018,67.79,100,2631,69.04,100
13,51,11105,13051011105,9904,4400,P,54363713,39693560,13,51,11109,13051011109,6774,3159,W,30831656,21031036,30831656,21031036,56.71,52.98,100,100,6774,68.4,100,3159,71.8,100
13,151,70201,13151070201,14073,5253,P,51159784,50660830,13,151,70205,13151070205,9660,3677,W,26136409,25918424,26136409,25918424,51.09,51.16,100,100,9660,68.64,100,3677,70,100
13,241,970300,13241970300,4886,4712,P,354888832,339715337,13,241,970301,13241970301,3356,3870,W,260419280,246556096,260419280,246556096,73.38,72.58,100,100,3356,68.69,100,3870,82.13,100
13,139,1001,13139001001,9498,3706,P,13241438,10701888,13,139,1003,13139001003,6539,2210,P,5637637,5634317,5637106,5633786,42.57,52.64,99.99,99.99,6539,68.85,100,2210,59.63,100
13,143,980300,13143980300,11681,4906,P,183875299,183011129,13,143,10302,13143010302,8119,3458,P,112115381,111520562,111710236,111115417,60.75,60.72,99.64,99.64,8060,69,99.27,3430,69.91,99.19
13,121,10111,13121010111,7132,3607,P,3241159,3167551,13,121,10119,13121010119,4938,2368,W,2156291,2156291,2156291,2156291,66.53,68.07,100,100,4938,69.24,100,2368,65.65,100
13,89,23305,13089023305,13302,4927,P,13805111,13538824,13,89,23312,13089023312,9236,3440,P,8843752,8628648,8843688,8628584,64.06,63.73,100,100,9236,69.43,100,3440,69.82,100
13,63,40506,13063040506,9168,3866,P,8094584,8067860,13,63,40524,13063040524,6366,2710,W,5393023,5367515,5393023,5367515,66.63,66.53,100,100,6366,69.44,100,2710,70.1,100
13,89,21811,13089021811,8640,4157,P,3163273,3156415,13,89,21814,13089021814,6009,2811,W,2550887,2544029,2550887,2544029,80.64,80.6,100,100,6009,69.55,100,2811,67.62,100
13,317,980300,13317980300,7139,3301,P,558659503,550570125,13,317,10302,13317010302,4992,2226,P,348406397,341310546,348402423,341307966,62.36,61.99,100,100,4992,69.93,100,2226,67.43,100
13,121,7702,13121007702,12033,6351,P,16681136,15969923,13,121,7706,13121007706,8430,4236,P,13366111,12690360,13237887,12562136,79.36,78.66,99.04,98.99,8430,70.06,100,4236,66.7,100
13,245,10704,13245010704,11277,4194,P,22381936,22295082,13,245,10712,13245010712,7905,2833,W,12046964,11960110,12046964,11960110,53.82,53.64,100,100,7905,70.1,100,2833,67.55,100
13,15,960900,13015960900,9576,3499,P,70850275,69928922,13,15,960902,13015960902,6737,2383,W,36685835,36513015,36685835,36513015,51.78,52.21,100,100,6737,70.35,100,2383,68.11,100
13,135,50717,13135050717,10058,3473,P,13034057,12846007,13,135,50723,13135050723,7141,2453,W,9396642,9247678,9396642,9247678,72.09,71.99,100,100,7141,71,100,2453,70.63,100
13,89,21212,13089021212,7952,4655,P,4463525,4457757,13,89,21218,13089021218,5652,3636,P,2827813,2822045,2797064,2791296,62.66,62.62,98.91,98.91,5652,71.08,100,3636,78.11,100
13,103,30201,13103030201,12164,4328,P,253220073,251533307,13,103,30203,13103030203,8690,2987,W,140186728,139178885,140186728,139178885,55.36,55.33,100,100,8690,71.44,100,2987,69.02,100
13,89,23106,13089023106,5581,2981,P,4828239,4802320,13,89,23112,13089023112,3991,2323,W,2480537,2468997,2480537,2468997,51.38,51.41,100,100,3991,71.51,100,2323,77.93,100
13,89,22006,13089022006,7748,3416,P,2993177,2961157,13,89,22009,13089022009,5595,2669,P,1756301,1744118,1728885,1716702,57.76,57.97,98.44,98.43,5595,72.21,100,2669,78.13,100
13,127,100,13127000100,4326,4794,P,41640209,12143753,13,127,102,13127000102,3137,2758,W,11035094,8829299,11035094,8829299,26.5,72.71,100,100,3137,72.52,100,2758,57.53,100
13,121,1000,13121001000,8587,1475,P,2702256,2702256,13,121,1002,13121001002,6315,608,P,1774577,1774577,1767004,1767004,65.39,65.39,99.57,99.57,6315,73.54,100,608,41.22,100
13,71,970700,13071970700,8984,3976,P,45692005,44860042,13,71,970701,13071970701,6644,3018,W,42302302,41486392,42302302,41486392,92.58,92.48,100,100,6644,73.95,100,3018,75.91,100
13,89,22200,13089022200,8784,4484,P,6992646,6992646,13,89,22204,13089022204,6509,3065,P,4129541,4129541,4104921,4104921,58.7,58.7,99.4,99.4,6509,74.1,100,3065,68.35,100
13,127,402,13127000402,13820,5955,P,239943533,216942132,13,127,404,13127000404,10267,4246,P,152405790,148801221,152405671,148801102,63.52,68.59,100,100,10267,74.29,100,4246,71.3,100
13,153,21106,13153021106,24006,8902,P,38953830,38590538,13,153,21113,13153021113,17841,6504,W,25318435,25284648,25318435,25284648,65,65.52,100,100,17841,74.32,100,6504,73.06,100
13,89,23417,13089023417,11472,5561,P,12399136,12153778,13,89,23428,13089023428,8631,4457,W,7823600,7597719,7823600,7597719,63.1,62.51,100,100,8631,75.24,100,4457,80.15,100
13,73,30400,13073030400,10676,4436,P,402241069,362559142,13,73,30402,13073030402,8579,3257,P,215680850,215473864,215281194,215074208,53.52,59.32,99.81,99.81,8057,75.47,93.92,3067,69.14,94.17
13,63,40405,13063040405,7707,3396,P,6152889,6132351,13,63,40415,13063040415,5844,2697,P,4053269,4035622,4052224,4034577,65.86,65.79,99.97,99.97,5844,75.83,100,2697,79.42,100
13,121,11413,13121011413,9949,3784,P,8371371,8269717,13,121,11427,13121011427,7679,3060,P,7000565,6898911,6745005,6643351,80.57,80.33,96.35,96.3,7552,75.91,98.35,3009,79.52,98.33
13,135,50420,13135050420,10277,3823,P,3605685,3564734,13,135,50434,13135050434,7827,2785,W,2349667,2315485,2349667,2315485,65.17,64.96,100,100,7827,76.16,100,2785,72.85,100
13,169,30102,13169030102,8990,3772,P,95309511,95190792,13,169,30104,13169030104,7077,2997,W,48046961,47928242,48046961,47928242,50.41,50.35,100,100,7077,78.72,100,2997,79.45,100
13,249,960100,13249960100,3566,1604,P,258218520,256674124,13,249,960100,13249960100,2849,1314,W,247168855,245699611,247168855,245699611,95.72,95.72,100,100,2849,79.89,100,1314,81.92,100
13,21,13501,13021013501,10689,4360,P,49380220,49063193,13,21,13504,13021013504,8575,3461,W,35299968,35040291,35299968,35040291,71.49,71.42,100,100,8575,80.22,100,3461,79.38,100
13,215,10800,13215010800,7895,2401,P,203769121,203219102,13,215,10802,13215010802,6454,1244,P,196763900,196296153,196763156,196295409,96.56,96.59,100,100,6454,81.75,100,1244,51.81,100
13,237,960200,13237960200,8426,3579,P,320996645,319588360,13,237,960202,13237960202,6991,2964,W,127897231,127575117,127897231,127575117,39.84,39.92,100,100,6991,82.97,100,2964,82.82,100
13,213,10200,13213010200,10947,4151,P,204565447,204460241,13,213,10202,13213010202,9104,3309,W,76951011,76951011,76951011,76951011,37.62,37.64,100,100,9104,83.16,100,3309,79.72,100
13,51,10605,13051010605,13,12,P,22225260,15404834,13,51,10605,13051010605,11,12,P,6701516,3850303,5893541,3841474,26.52,24.94,87.94,99.77,11,84.62,100,12,100,100
13,15,960100,13015960100,11201,4399,P,313852434,313381508,13,15,960102,13015960102,9507,3721,W,220453238,219982312,220453238,219982312,70.24,70.2,100,100,9507,84.88,100,3721,84.59,100
13,59,400,13059000400,8315,1200,P,3843548,3734062,13,59,402,13059000402,7090,399,W,2256140,2222662,2256140,2222662,58.7,59.52,100,100,7090,85.27,100,399,33.25,100
13,225,40100,13225040100,11564,4951,P,133376076,132337710,13,225,40102,13225040102,9934,4222,W,83069732,82782380,83069732,82782380,62.28,62.55,100,100,9934,85.9,100,4222,85.28,100
13,39,10600,13039010600,7360,3655,P,410592600,134849902,13,39,10601,13039010601,6386,3151,P,25058269,21209232,24589149,20744167,5.99,15.38,98.13,97.81,6325,85.94,99.04,3125,85.5,99.17
13,67,31109,13067031109,7749,4454,P,3951704,3937124,13,67,31114,13067031114,6722,3820,W,2825155,2815454,2825155,2815454,71.49,71.51,100,100,6722,86.75,100,3820,85.77,100
13,115,500,13115000500,3954,1514,P,5801435,5791862,13,115,500,13115000500,3663,1415,P,5646319,5636746,5638512,5628939,97.19,97.19,99.86,99.86,3663,92.64,100,1415,93.46,100
13,63,40413,13063040413,6660,2565,P,5464339,5386628,13,63,40413,13063040413,6718,2578,P,5500295,5425930,5186495,5112130,94.92,94.9,94.29,94.22,6243,93.74,92.93,2400,93.57,93.1
13,135,50521,13135050521,5515,2162,P,5741991,5731604,13,135,50521,13135050521,5182,2021,W,5569881,5559494,5569881,5559494,97,97,100,100,5182,93.96,100,2021,93.48,100
13,121,10514,13121010514,12293,5235,P,48673802,48003188,13,121,10514,13121010514,11609,4925,W,47644758,46974144,47644758,46974144,97.89,97.86,100,100,11609,94.44,100,4925,94.08,100
13,295,20501,13295020501,8432,3641,P,31848066,31710545,13,295,20501,13295020501,7999,3450,P,29589716,29452195,29589240,29451719,92.91,92.88,100,100,7999,94.86,100,3450,94.75,100
13,73,30302,13073030302,10403,4146,P,21421705,21290532,13,73,30302,13073030302,9881,3956,W,21021986,20890813,21021986,20890813,98.13,98.12,100,100,9881,94.98,100,3956,95.42,100
13,295,20200,13295020200,3813,1845,P,5588271,5582658,13,295,20200,13295020200,3671,1796,W,5480376,5474763,5480376,5474763,98.07,98.07,100,100,3671,96.28,100,1796,97.34,100
13,89,20802,13089020802,4092,1974,P,2875702,2875702,13,89,20802,13089020802,3945,1926,W,2796714,2796714,2796714,2796714,97.25,97.25,100,100,3945,96.41,100,1926,97.57,100
13,113,140502,13113140502,3441,1248,P,74686920,72561659,13,113,140502,13113140502,3321,1209,W,72289668,70341541,72289668,70341541,96.79,96.94,100,100,3321,96.51,100,1209,96.88,100
13,35,150100,13035150100,8355,3701,P,236689019,228563603,13,35,150100,13035150100,8089,3622,P,232024001,223914176,231591215,223481390,97.85,97.78,99.81,99.81,8089,96.82,100,3622,97.87,100
13,57,90300,13057090300,11886,4343,P,120713807,109989916,13,57,90300,13057090300,11555,4240,W,120229172,109514866,120229172,109514866,99.6,99.57,100,100,11555,97.22,100,4240,97.63,100
13,185,10500,13185010500,4310,1837,P,2158060,2158060,13,185,10500,13185010500,4200,1804,P,2103057,2103057,2102513,2102513,97.43,97.43,99.97,99.97,4200,97.45,100,1804,98.2,100
13,39,10500,13039010500,2818,563,P,78066574,61230697,13,39,10500,13039010500,2757,537,P,76920966,60651499,76316668,60550335,97.76,98.89,99.21,99.83,2757,97.84,100,537,95.38,100
13,89,21208,13089021208,3261,1734,P,3618337,3618337,13,89,21208,13089021208,3200,1708,P,3568369,3568369,3483740,3483740,96.28,96.28,97.63,97.63,3200,98.13,100,1708,98.5,100
13,315,990200,13315990200,1441,671,P,280435752,278330832,13,315,960200,13315960200,1417,658,P,271394847,269376003,271387196,269368352,96.77,96.78,100,100,1417,98.33,100,658,98.06,100
13,121,11301,13121011301,4886,2083,P,5033642,5015757,13,121,11301,13121011301,4849,2067,P,5061441,5034416,4947703,4929818,98.29,98.29,97.75,97.92,4807,98.38,99.13,2047,98.27,99.03
13,121,7900,13121007900,4750,2351,P,8737177,8734216,13,121,7900,13121007900,4673,2319,W,8451753,8448792,8451753,8448792,96.73,96.73,100,100,4673,98.38,100,2319,98.64,100
13,47,30100,13047030100,7018,2866,P,145945481,145905274,13,47,30100,13047030100,6955,2833,P,145159234,145119027,144261685,144221478,98.85,98.85,99.38,99.38,6915,98.53,99.42,2818,98.33,99.47
13,121,11412,13121011412,8811,3741,P,9093953,9001528,13,121,11412,13121011412,8743,3710,P,8994254,8901829,8838393,8745968,97.19,97.16,98.27,98.25,8684,98.56,99.33,3690,98.64,99.46
13,121,7500,13121007500,3557,1922,P,3358743,3356466,13,121,7500,13121007500,3511,1903,W,3297904,3295627,3297904,3295627,98.19,98.19,100,100,3511,98.71,100,1903,99.01,100
13,247,60403,13247060403,3606,1346,P,39216798,38589484,13,247,60403,13247060403,3563,1327,W,38742422,38115108,38742422,38115108,98.79,98.77,100,100,3563,98.81,100,1327,98.59,100
13,135,50427,13135050427,5530,2049,P,7394462,7304880,13,135,50427,13135050427,5712,2053,P,7416836,7327254,7349627,7260045,99.39,99.39,99.09,99.08,5470,98.92,95.76,2028,98.98,98.78
13,143,980200,13143980200,5784,2548,P,242705293,242200326,13,143,10200,13143010200,5725,2520,W,242300148,241795181,242300148,241795181,99.83,99.83,100,100,5725,98.98,100,2520,98.9,100
13,135,50304,13135050304,5209,2306,P,7681391,7605773,13,135,50304,13135050304,5163,2281,P,7698332,7622714,7662084,7586466,99.75,99.75,99.53,99.52,5163,99.12,100,2281,98.92,100
13,123,80200,13123080200,5647,3863,P,340711009,340173319,13,123,80200,13123080200,5599,3828,P,339497247,338959557,338978777,338441087,99.49,99.49,99.85,99.85,5599,99.15,100,3828,99.09,100
13,53,20100,13053020100,2986,1448,P,165315960,163304933,13,53,20100,13053020100,2961,1440,P,166017244,164006217,165209874,163198847,99.94,99.94,99.51,99.51,2961,99.16,100,1440,99.45,100
13,89,22800,13089022800,3677,1430,P,2613802,2613802,13,89,22800,13089022800,3648,1421,W,2524532,2524532,2524532,2524532,96.58,96.58,100,100,3648,99.21,100,1421,99.37,100
13,57,90702,13057090702,7176,2894,P,15767737,15690200,13,57,90702,13057090702,7180,2908,P,15942839,15865302,15501294,15423757,98.31,98.3,97.23,97.22,7121,99.23,99.18,2874,99.31,98.83
13,179,10300,13179010300,6762,3283,P,10306117,10258345,13,179,10300,13179010300,6718,3265,P,10245692,10197920,10228896,10181124,99.25,99.25,99.84,99.84,6718,99.35,100,3265,99.45,100
13,245,1100,13245001100,1753,913,P,2139345,2063987,13,245,1100,13245001100,1742,907,W,2138007,2062649,2138007,2062649,99.94,99.94,100,100,1742,99.37,100,907,99.34,100
13,171,970300,13171970300,4215,1866,P,77768325,76823693,13,171,970300,13171970300,4194,1859,P,77768954,76824322,77765815,76821183,100,100,100,100,4194,99.5,100,1859,99.62,100
13,217,100400,13217100400,3566,1219,P,10962723,10929531,13,217,100400,13217100400,3548,1209,W,10897540,10864348,10897540,10864348,99.41,99.4,100,100,3548,99.5,100,1209,99.18,100
13,51,10604,13051010604,836,364,P,2163063,2156685,13,51,11600,13051011600,2307,984,P,3133090,3126880,2029922,2024398,93.84,93.87,64.79,64.74,832,99.52,36.06,363,99.73,36.89
13,313,102,13313000102,8381,3114,P,71954854,71819422,13,313,102,13313000102,8441,3146,P,72725848,72590416,71057305,70921873,98.75,98.75,97.71,97.7,8341,99.52,98.82,3099,99.52,98.51
13,39,10301,13039010301,7956,3393,P,75025829,71201162,13,39,10301,13039010301,7918,3356,P,74975422,71175387,74959685,71159650,99.91,99.94,99.98,99.98,7918,99.52,100,3356,98.91,100
13,59,140600,13059140600,4864,2106,P,32868805,32536281,13,59,140600,13059140600,4842,2097,W,32585068,32254484,32585068,32254484,99.14,99.13,100,100,4842,99.55,100,2097,99.57,100
13,195,20100,13195020100,5503,2298,P,158847142,156955120,13,195,20100,13195020100,5481,2291,P,158785990,156890659,158731832,156839810,99.93,99.93,99.97,99.97,5480,99.58,99.98,2290,99.65,99.96
13,287,970200,13287970200,5455,2468,P,319605063,315254262,13,287,970200,13287970200,5432,2461,W,317454792,313145114,317454792,313145114,99.33,99.33,100,100,5432,99.58,100,2461,99.72,100
13,21,13101,13021013101,6144,2332,P,8529577,8504602,13,21,13101,13021013101,6119,2325,P,8524461,8499486,8523171,8498196,99.92,99.92,99.98,99.98,6119,99.59,100,2325,99.7,100
